Grid,CSG518-1,CSG518-2,CSG518-3,CSG518-4,CSG518-5,CSG518-6,CSG518-7,CSG518-8
C7,-67 dBm,-82 dBm,-51 dBm,-91 dBm,-70 dBm,-85 dBm,-62 dBm,-84 dBm
C7,-67 dBm,-88 dBm,-52 dBm,-87 dBm,-70 dBm,-90 dBm,-63 dBm,-85 dBm
C7,-67 dBm,-81 dBm,-51 dBm,-89 dBm,-71 dBm,-84 dBm,-62 dBm,-78 dBm
C7,-68 dBm,-81 dBm,-51 dBm,-90 dBm,-69 dBm,-83 dBm,-63 dBm,-81 dBm
C7,-68 dBm,-82 dBm,-48 dBm,-87 dBm,-70 dBm,-85 dBm,-64 dBm,-81 dBm
C7,-67 dBm,-82 dBm,-50 dBm,-88 dBm,-70 dBm,-83 dBm,-63 dBm,-80 dBm
C7,-66 dBm,-81 dBm,-51 dBm,-89 dBm,-70 dBm,-83 dBm,-63 dBm,-81 dBm
C7,-66 dBm,-82 dBm,-52 dBm,-87 dBm,-70 dBm,-83 dBm,-63 dBm,-85 dBm
C7,-67 dBm,-80 dBm,-51 dBm,-88 dBm,-69 dBm,-86 dBm,-63 dBm,-81 dBm
C7,-66 dBm,-82 dBm,-51 dBm,-89 dBm,-69 dBm,-85 dBm,-63 dBm,-78 dBm
C7,-67 dBm,-79 dBm,-51 dBm,-87 dBm,-72 dBm,-83 dBm,-63 dBm,-80 dBm
C7,-65 dBm,-81 dBm,-51 dBm,-87 dBm,-72 dBm,-85 dBm,-63 dBm,-79 dBm
C7,-66 dBm,-83 dBm,-51 dBm,-90 dBm,-70 dBm,-84 dBm,-63 dBm,-80 dBm
C7,-68 dBm,-81 dBm,-51 dBm,-90 dBm,-69 dBm,-84 dBm,-63 dBm,-84 dBm
C7,-68 dBm,-81 dBm,-51 dBm,-88 dBm,-71 dBm,-84 dBm,-63 dBm,-80 dBm
C7,-68 dBm,-81 dBm,-48 dBm,-92 dBm,-69 dBm,-85 dBm,-62 dBm,-76 dBm
C7,-68 dBm,-83 dBm,-50 dBm,-89 dBm,-69 dBm,-85 dBm,-64 dBm,-85 dBm
C7,-68 dBm,-82 dBm,-51 dBm,0,-70 dBm,-86 dBm,-61 dBm,-82 dBm
C8,-82 dBm,-66 dBm,-71 dBm,-82 dBm,-78 dBm,-80 dBm,-70 dBm,-86 dBm
C8,-76 dBm,-70 dBm,-78 dBm,-86 dBm,-73 dBm,-75 dBm,-71 dBm,-87 dBm
C8,-78 dBm,-69 dBm,-77 dBm,-86 dBm,-76 dBm,-79 dBm,-73 dBm,-76 dBm
C8,-77 dBm,-70 dBm,-72 dBm,-85 dBm,-78 dBm,-82 dBm,-82 dBm,-81 dBm
C8,-68 dBm,-71 dBm,-71 dBm,-84 dBm,-72 dBm,-81 dBm,-83 dBm,-83 dBm
C8,-70 dBm,-70 dBm,-69 dBm,-85 dBm,-70 dBm,-82 dBm,-76 dBm,-81 dBm
C8,-64 dBm,-70 dBm,-69 dBm,-84 dBm,-71 dBm,-81 dBm,-75 dBm,-81 dBm
C8,-69 dBm,-70 dBm,-71 dBm,-90 dBm,-73 dBm,-86 dBm,-79 dBm,-86 dBm
C8,-71 dBm,-71 dBm,-71 dBm,-90 dBm,-74 dBm,-80 dBm,-83 dBm,-87 dBm
C8,-71 dBm,-70 dBm,-72 dBm,-89 dBm,-72 dBm,-80 dBm,-82 dBm,-87 dBm
C8,-71 dBm,-69 dBm,-71 dBm,-90 dBm,-73 dBm,-81 dBm,-81 dBm,-87 dBm
C8,-65 dBm,-71 dBm,-70 dBm,-90 dBm,-73 dBm,-81 dBm,-83 dBm,-89 dBm
C8,-72 dBm,-68 dBm,-73 dBm,-90 dBm,-74 dBm,-80 dBm,-83 dBm,-88 dBm
C8,-71 dBm,-71 dBm,-71 dBm,-90 dBm,-72 dBm,-79 dBm,-82 dBm,-88 dBm
C8,-70 dBm,-71 dBm,-70 dBm,-91 dBm,-72 dBm,-81 dBm,-82 dBm,-87 dBm
C8,-69 dBm,-69 dBm,-70 dBm,-89 dBm,-73 dBm,-81 dBm,-79 dBm,-87 dBm
C8,-71 dBm,-70 dBm,-73 dBm,-88 dBm,-72 dBm,-78 dBm,-84 dBm,-88 dBm
C8,-70 dBm,-68 dBm,-71 dBm,-94 dBm,-72 dBm,-80 dBm,-83 dBm,-87 dBm
C8,-69 dBm,-71 dBm,-69 dBm,-88 dBm,-72 dBm,-79 dBm,-83 dBm,-88 dBm
C8,-71 dBm,-69 dBm,-70 dBm,-92 dBm,-72 dBm,-81 dBm,-82 dBm,-88 dBm
C8,-69 dBm,-70 dBm,-69 dBm,-90 dBm,-69 dBm,-80 dBm,-79 dBm,-88 dBm
C8,-70 dBm,-71 dBm,-71 dBm,-93 dBm,-72 dBm,-79 dBm,-80 dBm,-86 dBm
C8,-69 dBm,-70 dBm,-71 dBm,-92 dBm,-71 dBm,-80 dBm,-80 dBm,-89 dBm
C8,-70 dBm,-71 dBm,-71 dBm,-89 dBm,-72 dBm,-80 dBm,-76 dBm,-88 dBm
C8,-70 dBm,-70 dBm,-68 dBm,-90 dBm,-73 dBm,-81 dBm,-80 dBm,-87 dBm
C8,-66 dBm,-71 dBm,-69 dBm,-90 dBm,-72 dBm,-87 dBm,-79 dBm,-88 dBm
C8,-68 dBm,-71 dBm,-69 dBm,-92 dBm,-72 dBm,-81 dBm,-79 dBm,-87 dBm
C8,-69 dBm,-72 dBm,-70 dBm,-88 dBm,-72 dBm,-81 dBm,-78 dBm,-86 dBm
C8,-68 dBm,-71 dBm,-67 dBm,-91 dBm,-71 dBm,-80 dBm,-82 dBm,-87 dBm
C8,-70 dBm,-72 dBm,-70 dBm,-91 dBm,-71 dBm,-79 dBm,-78 dBm,-89 dBm
C8,-66 dBm,-71 dBm,-70 dBm,-90 dBm,-70 dBm,-77 dBm,-79 dBm,-87 dBm
C8,-70 dBm,-71 dBm,-70 dBm,0,-71 dBm,-80 dBm,-78 dBm,-87 dBm
C9,-64 dBm,-78 dBm,-68 dBm,-95 dBm,-76 dBm,-87 dBm,-79 dBm,-84 dBm
C9,-66 dBm,-78 dBm,-72 dBm,-90 dBm,-80 dBm,-86 dBm,-80 dBm,-82 dBm
C9,-69 dBm,-77 dBm,-67 dBm,-97 dBm,-83 dBm,-82 dBm,-83 dBm,-86 dBm
C9,-67 dBm,-75 dBm,-63 dBm,-97 dBm,-77 dBm,-88 dBm,-80 dBm,-90 dBm
C9,-67 dBm,-76 dBm,-69 dBm,-94 dBm,-80 dBm,-86 dBm,-78 dBm,-84 dBm
C9,-66 dBm,-76 dBm,-71 dBm,0,-77 dBm,-86 dBm,-77 dBm,-83 dBm
C9,-67 dBm,-75 dBm,-70 dBm,0,-78 dBm,-86 dBm,-78 dBm,-83 dBm
C9,-66 dBm,-78 dBm,-70 dBm,0,-85 dBm,-85 dBm,-79 dBm,-85 dBm
C9,-66 dBm,-76 dBm,-71 dBm,0,-83 dBm,-84 dBm,-82 dBm,-84 dBm
C9,-64 dBm,-86 dBm,-71 dBm,0,-81 dBm,-85 dBm,-78 dBm,-81 dBm
C9,-64 dBm,-84 dBm,-71 dBm,0,-80 dBm,-85 dBm,-77 dBm,-82 dBm
C9,-64 dBm,-86 dBm,-71 dBm,0,-80 dBm,-83 dBm,-78 dBm,-82 dBm
C9,-65 dBm,-81 dBm,-70 dBm,0,-81 dBm,-84 dBm,-78 dBm,-83 dBm
C9,-62 dBm,-82 dBm,-70 dBm,0,-82 dBm,-85 dBm,-79 dBm,-84 dBm
C9,-65 dBm,-82 dBm,-72 dBm,0,-81 dBm,-84 dBm,-76 dBm,-85 dBm
C9,-65 dBm,-85 dBm,-69 dBm,0,-79 dBm,-84 dBm,-77 dBm,-83 dBm
C9,-65 dBm,-82 dBm,-70 dBm,0,-78 dBm,-85 dBm,-79 dBm,-83 dBm
C9,-64 dBm,-79 dBm,-70 dBm,0,-82 dBm,-85 dBm,-76 dBm,-84 dBm
C9,-64 dBm,-82 dBm,-69 dBm,0,-79 dBm,-84 dBm,-78 dBm,-82 dBm
C9,-65 dBm,-80 dBm,-70 dBm,0,-81 dBm,-84 dBm,-79 dBm,-83 dBm
C9,-63 dBm,-92 dBm,-71 dBm,0,-82 dBm,-84 dBm,-75 dBm,-84 dBm
C9,-66 dBm,-83 dBm,-67 dBm,0,-75 dBm,-84 dBm,-80 dBm,-86 dBm
C9,-66 dBm,-82 dBm,-71 dBm,0,-79 dBm,-83 dBm,-78 dBm,-84 dBm
C9,-63 dBm,-84 dBm,-71 dBm,0,-82 dBm,-83 dBm,-78 dBm,-83 dBm
C9,-63 dBm,-81 dBm,-72 dBm,0,-79 dBm,-82 dBm,-78 dBm,-85 dBm
C9,-64 dBm,-83 dBm,-71 dBm,0,-79 dBm,-84 dBm,-79 dBm,-86 dBm
C9,-64 dBm,-85 dBm,-70 dBm,0,-79 dBm,-84 dBm,-79 dBm,-86 dBm
C9,-62 dBm,-86 dBm,-71 dBm,0,-78 dBm,-83 dBm,-81 dBm,-85 dBm
C9,-60 dBm,-84 dBm,-71 dBm,0,-80 dBm,-84 dBm,-77 dBm,-85 dBm
C9,-63 dBm,-80 dBm,-71 dBm,0,-78 dBm,-82 dBm,-76 dBm,-85 dBm
C9,-65 dBm,-85 dBm,-71 dBm,0,-75 dBm,-84 dBm,-79 dBm,-84 dBm
C9,-64 dBm,-79 dBm,-71 dBm,0,-77 dBm,-84 dBm,-80 dBm,-85 dBm
D1,-70 dBm,-84 dBm,-76 dBm,-92 dBm,-78 dBm,-59 dBm,-70 dBm,-92 dBm
D1,-74 dBm,-84 dBm,-75 dBm,-94 dBm,-75 dBm,-65 dBm,-72 dBm,-88 dBm
D1,-73 dBm,-85 dBm,-74 dBm,-90 dBm,-75 dBm,-64 dBm,-71 dBm,-87 dBm
D1,-74 dBm,-86 dBm,-77 dBm,-93 dBm,-76 dBm,-65 dBm,-73 dBm,-90 dBm
D1,-73 dBm,-85 dBm,-75 dBm,-93 dBm,-75 dBm,-64 dBm,-71 dBm,-91 dBm
D1,-73 dBm,-84 dBm,-74 dBm,-91 dBm,-79 dBm,-64 dBm,-70 dBm,-91 dBm
D1,-73 dBm,-85 dBm,-76 dBm,-94 dBm,-78 dBm,-64 dBm,-72 dBm,-90 dBm
D1,-71 dBm,-84 dBm,-73 dBm,-93 dBm,-80 dBm,-65 dBm,-68 dBm,-90 dBm
D1,-72 dBm,-84 dBm,-72 dBm,-95 dBm,-76 dBm,-65 dBm,-72 dBm,-91 dBm
D1,-73 dBm,-83 dBm,-74 dBm,-92 dBm,-74 dBm,-66 dBm,-71 dBm,-93 dBm
D1,-70 dBm,-82 dBm,-76 dBm,-92 dBm,-73 dBm,-67 dBm,-73 dBm,-89 dBm
D1,-71 dBm,-82 dBm,-74 dBm,-92 dBm,-80 dBm,-65 dBm,-71 dBm,-92 dBm
D1,-73 dBm,-83 dBm,-73 dBm,-93 dBm,-78 dBm,-63 dBm,-74 dBm,-91 dBm
D1,-76 dBm,-85 dBm,-76 dBm,-90 dBm,-81 dBm,-66 dBm,-73 dBm,-91 dBm
D1,-73 dBm,-87 dBm,-75 dBm,-94 dBm,-76 dBm,-64 dBm,-71 dBm,-90 dBm
D1,-70 dBm,-85 dBm,-74 dBm,-91 dBm,-70 dBm,-66 dBm,-72 dBm,-89 dBm
D1,-69 dBm,-85 dBm,-75 dBm,-93 dBm,-75 dBm,-66 dBm,-75 dBm,-87 dBm
D1,-73 dBm,-84 dBm,-76 dBm,-92 dBm,-74 dBm,-65 dBm,-70 dBm,-88 dBm
D1,-75 dBm,-87 dBm,-74 dBm,-91 dBm,-75 dBm,-65 dBm,-71 dBm,-89 dBm
D1,-72 dBm,-83 dBm,-74 dBm,-90 dBm,-75 dBm,-67 dBm,-73 dBm,-89 dBm
D1,-72 dBm,-87 dBm,-74 dBm,-90 dBm,-75 dBm,-65 dBm,-71 dBm,-91 dBm
D1,-73 dBm,-85 dBm,-74 dBm,-91 dBm,-74 dBm,-67 dBm,-68 dBm,-90 dBm
D1,-74 dBm,-85 dBm,-74 dBm,-94 dBm,-72 dBm,-66 dBm,-71 dBm,-88 dBm
D1,-74 dBm,-87 dBm,-72 dBm,-95 dBm,-74 dBm,-66 dBm,-71 dBm,-89 dBm
D1,-74 dBm,-87 dBm,-74 dBm,-93 dBm,-74 dBm,-66 dBm,-72 dBm,-88 dBm
D1,-74 dBm,-86 dBm,-74 dBm,-91 dBm,-74 dBm,-67 dBm,-71 dBm,-90 dBm
D1,-74 dBm,-86 dBm,-75 dBm,-95 dBm,-74 dBm,-65 dBm,-70 dBm,-89 dBm
D1,-73 dBm,-86 dBm,-74 dBm,-91 dBm,-74 dBm,-67 dBm,-72 dBm,-89 dBm
D1,-74 dBm,-85 dBm,-73 dBm,-90 dBm,-75 dBm,-66 dBm,-70 dBm,-90 dBm
D1,-76 dBm,-86 dBm,-74 dBm,-93 dBm,-73 dBm,-65 dBm,-71 dBm,-89 dBm
D1,-74 dBm,-85 dBm,-74 dBm,-94 dBm,-75 dBm,-66 dBm,-70 dBm,0
D1,-74 dBm,0,-74 dBm,-92 dBm,-73 dBm,-66 dBm,-71 dBm,0
D2,-77 dBm,-94 dBm,-77 dBm,-92 dBm,-64 dBm,-76 dBm,-71 dBm,-90 dBm
D2,-78 dBm,-91 dBm,-71 dBm,-89 dBm,-63 dBm,-77 dBm,-72 dBm,-88 dBm
D2,-77 dBm,-91 dBm,-76 dBm,-91 dBm,-65 dBm,-76 dBm,-72 dBm,-87 dBm
D2,-77 dBm,-88 dBm,-76 dBm,-91 dBm,-64 dBm,-76 dBm,-71 dBm,-88 dBm
D2,-78 dBm,-93 dBm,-74 dBm,-90 dBm,-65 dBm,-76 dBm,-70 dBm,-89 dBm
D2,-77 dBm,-94 dBm,-76 dBm,-91 dBm,-65 dBm,-73 dBm,-71 dBm,-89 dBm
D2,-77 dBm,-96 dBm,-75 dBm,-87 dBm,-63 dBm,-70 dBm,-74 dBm,-89 dBm
D2,-79 dBm,-90 dBm,-75 dBm,-90 dBm,-63 dBm,-72 dBm,-71 dBm,-87 dBm
D2,-82 dBm,-93 dBm,-80 dBm,-89 dBm,-65 dBm,-72 dBm,-72 dBm,-86 dBm
D2,-80 dBm,-94 dBm,-76 dBm,-88 dBm,-65 dBm,-71 dBm,-71 dBm,-88 dBm
D2,-79 dBm,-92 dBm,-77 dBm,-90 dBm,-64 dBm,-71 dBm,-72 dBm,-88 dBm
D2,-79 dBm,-95 dBm,-76 dBm,-91 dBm,-65 dBm,-72 dBm,-72 dBm,-87 dBm
D2,-78 dBm,-92 dBm,-77 dBm,-90 dBm,-66 dBm,-72 dBm,-72 dBm,-88 dBm
D2,-79 dBm,-91 dBm,-74 dBm,-89 dBm,-64 dBm,-72 dBm,-73 dBm,-87 dBm
D2,-79 dBm,-92 dBm,-76 dBm,-90 dBm,-65 dBm,-74 dBm,-71 dBm,-91 dBm
D2,-76 dBm,-92 dBm,-75 dBm,-91 dBm,-64 dBm,-73 dBm,-69 dBm,-88 dBm
D2,-77 dBm,-90 dBm,-76 dBm,-90 dBm,-64 dBm,-73 dBm,-71 dBm,-86 dBm
D2,-76 dBm,-93 dBm,-77 dBm,-90 dBm,-65 dBm,-73 dBm,-72 dBm,-87 dBm
D2,-79 dBm,-92 dBm,-78 dBm,-90 dBm,-64 dBm,-73 dBm,-73 dBm,-88 dBm
D2,-77 dBm,-91 dBm,-74 dBm,-89 dBm,-65 dBm,-71 dBm,-73 dBm,-87 dBm
D2,-77 dBm,-94 dBm,-75 dBm,-90 dBm,-64 dBm,-73 dBm,-74 dBm,-87 dBm
D2,-78 dBm,-94 dBm,-74 dBm,-90 dBm,-64 dBm,-74 dBm,-73 dBm,-86 dBm
D2,-78 dBm,-92 dBm,-76 dBm,-91 dBm,-64 dBm,-74 dBm,-72 dBm,-88 dBm
D2,-77 dBm,-93 dBm,-75 dBm,-90 dBm,-65 dBm,-72 dBm,-74 dBm,-87 dBm
D2,-76 dBm,-91 dBm,-74 dBm,-90 dBm,-64 dBm,-72 dBm,-72 dBm,-87 dBm
D2,-77 dBm,-93 dBm,-75 dBm,-92 dBm,-65 dBm,-72 dBm,-72 dBm,-89 dBm
D2,-79 dBm,-93 dBm,-74 dBm,-90 dBm,-64 dBm,-71 dBm,-71 dBm,-87 dBm
D2,-77 dBm,-96 dBm,-74 dBm,-91 dBm,-65 dBm,-73 dBm,-69 dBm,-87 dBm
D2,-78 dBm,-94 dBm,-74 dBm,-88 dBm,-65 dBm,-75 dBm,-73 dBm,-86 dBm
D2,-76 dBm,-91 dBm,-76 dBm,-91 dBm,-64 dBm,-72 dBm,-71 dBm,-88 dBm
D2,-79 dBm,-91 dBm,-75 dBm,-92 dBm,-64 dBm,-73 dBm,-71 dBm,-88 dBm
D2,-82 dBm,-91 dBm,-76 dBm,-91 dBm,-65 dBm,-72 dBm,-70 dBm,-88 dBm
D2,-81 dBm,0,-74 dBm,-91 dBm,-64 dBm,-73 dBm,-74 dBm,0
D3,-75 dBm,-82 dBm,-82 dBm,-91 dBm,-69 dBm,-73 dBm,-71 dBm,-90 dBm
D3,-75 dBm,-83 dBm,-83 dBm,-90 dBm,-71 dBm,-72 dBm,-69 dBm,-90 dBm
D3,-72 dBm,-82 dBm,-81 dBm,-89 dBm,-71 dBm,-71 dBm,-69 dBm,-91 dBm
D3,-76 dBm,-83 dBm,-81 dBm,-87 dBm,-69 dBm,-72 dBm,-70 dBm,-92 dBm
D3,-77 dBm,-84 dBm,-80 dBm,-93 dBm,-71 dBm,-71 dBm,-72 dBm,-93 dBm
D3,-77 dBm,-85 dBm,-83 dBm,-86 dBm,-66 dBm,-71 dBm,-71 dBm,-92 dBm
D3,-75 dBm,-83 dBm,-79 dBm,-94 dBm,-68 dBm,-70 dBm,-68 dBm,-90 dBm
D3,-76 dBm,-82 dBm,-77 dBm,-93 dBm,-67 dBm,-70 dBm,-69 dBm,-90 dBm
D3,-78 dBm,-83 dBm,-78 dBm,-84 dBm,-69 dBm,-69 dBm,-68 dBm,-91 dBm
D3,-76 dBm,-86 dBm,-78 dBm,-87 dBm,-65 dBm,-71 dBm,-70 dBm,-94 dBm
D3,-75 dBm,-83 dBm,-78 dBm,-88 dBm,-70 dBm,-66 dBm,-69 dBm,-86 dBm
D3,-84 dBm,-83 dBm,-78 dBm,-89 dBm,-77 dBm,-73 dBm,-72 dBm,-88 dBm
D3,-80 dBm,-83 dBm,-78 dBm,-87 dBm,-75 dBm,-71 dBm,-67 dBm,-96 dBm
D3,-78 dBm,-82 dBm,-83 dBm,-91 dBm,-72 dBm,-71 dBm,-70 dBm,-93 dBm
D3,-81 dBm,-82 dBm,-78 dBm,-93 dBm,-71 dBm,-71 dBm,-67 dBm,-91 dBm
D3,-77 dBm,-80 dBm,-81 dBm,-94 dBm,-71 dBm,-69 dBm,-67 dBm,-92 dBm
D3,-75 dBm,-82 dBm,-76 dBm,-86 dBm,-72 dBm,-69 dBm,-69 dBm,-92 dBm
D3,-76 dBm,-84 dBm,-81 dBm,-89 dBm,-67 dBm,-72 dBm,-70 dBm,-91 dBm
D3,-76 dBm,-80 dBm,-76 dBm,-90 dBm,-70 dBm,-71 dBm,-67 dBm,-94 dBm
D3,-74 dBm,-81 dBm,-77 dBm,-92 dBm,-70 dBm,-72 dBm,-69 dBm,-93 dBm
D3,-75 dBm,-84 dBm,-75 dBm,-94 dBm,-73 dBm,-71 dBm,-67 dBm,-94 dBm
D3,-75 dBm,-83 dBm,-80 dBm,-86 dBm,-70 dBm,-70 dBm,-70 dBm,-93 dBm
D3,-75 dBm,-81 dBm,-77 dBm,-89 dBm,-65 dBm,-71 dBm,-69 dBm,-94 dBm
D3,-73 dBm,-80 dBm,-80 dBm,-88 dBm,-70 dBm,-71 dBm,-72 dBm,-91 dBm
D3,-74 dBm,-81 dBm,-81 dBm,-86 dBm,-67 dBm,-70 dBm,-71 dBm,-91 dBm
D3,-74 dBm,-82 dBm,-76 dBm,-89 dBm,-69 dBm,-73 dBm,-68 dBm,-96 dBm
D3,-74 dBm,-83 dBm,-76 dBm,-89 dBm,-70 dBm,-72 dBm,-67 dBm,-90 dBm
D3,-72 dBm,-85 dBm,-78 dBm,-84 dBm,-70 dBm,-71 dBm,-70 dBm,-91 dBm
D3,-75 dBm,-81 dBm,-78 dBm,-86 dBm,-71 dBm,-71 dBm,-69 dBm,-91 dBm
D3,-78 dBm,-81 dBm,-77 dBm,-89 dBm,-66 dBm,-72 dBm,-69 dBm,-94 dBm
D3,-76 dBm,-85 dBm,-79 dBm,-87 dBm,-72 dBm,-73 dBm,-73 dBm,-96 dBm
D3,-79 dBm,-81 dBm,-76 dBm,0,-67 dBm,-73 dBm,-70 dBm,0
D4,-84 dBm,-84 dBm,-81 dBm,-87 dBm,-73 dBm,-80 dBm,-70 dBm,-85 dBm
D4,-82 dBm,-82 dBm,-89 dBm,-88 dBm,-77 dBm,-86 dBm,-67 dBm,-89 dBm
D4,-73 dBm,-83 dBm,-83 dBm,-85 dBm,-67 dBm,-81 dBm,-69 dBm,-86 dBm
D4,-72 dBm,-85 dBm,-75 dBm,-87 dBm,-72 dBm,-79 dBm,-78 dBm,-87 dBm
D4,-82 dBm,-74 dBm,-73 dBm,-86 dBm,-75 dBm,-84 dBm,-73 dBm,-86 dBm
D4,-84 dBm,-76 dBm,-74 dBm,-88 dBm,-82 dBm,-86 dBm,-72 dBm,-87 dBm
D4,-88 dBm,-79 dBm,-77 dBm,-87 dBm,-72 dBm,-84 dBm,-72 dBm,-83 dBm
D4,-88 dBm,-78 dBm,-74 dBm,-89 dBm,-73 dBm,-83 dBm,-73 dBm,-86 dBm
D4,-83 dBm,-77 dBm,-76 dBm,-88 dBm,-78 dBm,-82 dBm,-70 dBm,-85 dBm
D4,-81 dBm,-74 dBm,-72 dBm,-85 dBm,-74 dBm,-81 dBm,-70 dBm,-84 dBm
D4,-86 dBm,-80 dBm,-81 dBm,-86 dBm,-70 dBm,-84 dBm,-72 dBm,-83 dBm
D4,-88 dBm,-79 dBm,-74 dBm,-84 dBm,-75 dBm,-89 dBm,-71 dBm,-86 dBm
D4,-84 dBm,-77 dBm,-74 dBm,-86 dBm,-79 dBm,-88 dBm,-82 dBm,-84 dBm
D4,-80 dBm,-78 dBm,-77 dBm,-83 dBm,-70 dBm,-85 dBm,-74 dBm,-86 dBm
D4,-73 dBm,-77 dBm,-70 dBm,-84 dBm,-67 dBm,-88 dBm,-77 dBm,-86 dBm
D4,-75 dBm,-81 dBm,-71 dBm,-89 dBm,-63 dBm,-90 dBm,-78 dBm,-83 dBm
D4,-78 dBm,-81 dBm,-71 dBm,-88 dBm,-62 dBm,-93 dBm,-75 dBm,-82 dBm
D4,-77 dBm,-83 dBm,-72 dBm,-86 dBm,-65 dBm,-93 dBm,-70 dBm,-87 dBm
D4,-76 dBm,-81 dBm,-75 dBm,-87 dBm,-65 dBm,-89 dBm,-69 dBm,-85 dBm
D4,-76 dBm,-81 dBm,-75 dBm,-90 dBm,-65 dBm,-89 dBm,-70 dBm,-88 dBm
D4,-76 dBm,-80 dBm,-75 dBm,-90 dBm,-64 dBm,-89 dBm,-71 dBm,-90 dBm
D4,-78 dBm,-81 dBm,-73 dBm,-87 dBm,-63 dBm,-90 dBm,-70 dBm,-91 dBm
D4,-78 dBm,-80 dBm,-73 dBm,-87 dBm,-63 dBm,-89 dBm,-70 dBm,-85 dBm
D4,-75 dBm,-79 dBm,-72 dBm,-91 dBm,-64 dBm,-90 dBm,-72 dBm,-83 dBm
D4,-76 dBm,-79 dBm,-73 dBm,-89 dBm,-65 dBm,-95 dBm,-73 dBm,-82 dBm
D4,-76 dBm,-78 dBm,-74 dBm,-89 dBm,-64 dBm,-93 dBm,-72 dBm,-85 dBm
D4,-75 dBm,-79 dBm,-73 dBm,-88 dBm,-65 dBm,-96 dBm,-73 dBm,-90 dBm
D4,-76 dBm,-79 dBm,-74 dBm,-89 dBm,-65 dBm,-90 dBm,-77 dBm,-84 dBm
D4,-78 dBm,-81 dBm,-72 dBm,-87 dBm,-65 dBm,-93 dBm,-75 dBm,-84 dBm
D4,-75 dBm,-79 dBm,-75 dBm,-86 dBm,-64 dBm,-92 dBm,-71 dBm,-83 dBm
D4,-76 dBm,-81 dBm,-75 dBm,-87 dBm,-64 dBm,-93 dBm,-73 dBm,-83 dBm
D4,-77 dBm,-80 dBm,-75 dBm,-88 dBm,-63 dBm,-94 dBm,-69 dBm,-84 dBm
D5,-79 dBm,-74 dBm,-67 dBm,-84 dBm,-65 dBm,-84 dBm,-65 dBm,-83 dBm
D5,-71 dBm,-81 dBm,-67 dBm,-88 dBm,-61 dBm,-90 dBm,-66 dBm,-83 dBm
D5,-77 dBm,-79 dBm,-67 dBm,-89 dBm,-63 dBm,-87 dBm,-66 dBm,-84 dBm
D5,-75 dBm,-75 dBm,-69 dBm,-87 dBm,-64 dBm,-88 dBm,-61 dBm,-87 dBm
D5,-77 dBm,-76 dBm,-68 dBm,-87 dBm,-65 dBm,-91 dBm,-65 dBm,-79 dBm
D5,-75 dBm,-76 dBm,-69 dBm,-87 dBm,-65 dBm,-88 dBm,-66 dBm,-80 dBm
D5,-76 dBm,-76 dBm,-69 dBm,-86 dBm,-61 dBm,-87 dBm,-64 dBm,-87 dBm
D5,-74 dBm,-76 dBm,-73 dBm,-86 dBm,-65 dBm,-87 dBm,-65 dBm,-83 dBm
D5,-74 dBm,-79 dBm,-67 dBm,-92 dBm,-66 dBm,-83 dBm,-61 dBm,-81 dBm
D5,-79 dBm,-79 dBm,-70 dBm,-88 dBm,-67 dBm,-89 dBm,-65 dBm,-78 dBm
D5,-76 dBm,-76 dBm,-77 dBm,-92 dBm,-68 dBm,-83 dBm,-64 dBm,-82 dBm
D5,-73 dBm,-82 dBm,-71 dBm,-86 dBm,-71 dBm,-88 dBm,-67 dBm,-82 dBm
D5,-72 dBm,-85 dBm,-82 dBm,-87 dBm,-63 dBm,-84 dBm,-69 dBm,-79 dBm
D5,-78 dBm,-77 dBm,-72 dBm,-96 dBm,-60 dBm,-81 dBm,-64 dBm,-77 dBm
D5,-80 dBm,-77 dBm,-67 dBm,-88 dBm,-66 dBm,-83 dBm,-68 dBm,-76 dBm
D5,-79 dBm,-73 dBm,-79 dBm,-88 dBm,-64 dBm,-89 dBm,-72 dBm,-77 dBm
D5,-72 dBm,-75 dBm,-77 dBm,-89 dBm,-60 dBm,-86 dBm,-64 dBm,-86 dBm
D5,-78 dBm,-77 dBm,-70 dBm,-88 dBm,-62 dBm,-91 dBm,-65 dBm,-88 dBm
D5,-74 dBm,-75 dBm,-82 dBm,-87 dBm,-61 dBm,-86 dBm,-67 dBm,-86 dBm
D5,-73 dBm,-76 dBm,-77 dBm,-85 dBm,-61 dBm,-85 dBm,-65 dBm,-80 dBm
D5,-72 dBm,-76 dBm,-72 dBm,-90 dBm,-60 dBm,-84 dBm,-66 dBm,-81 dBm
D5,-73 dBm,-73 dBm,-82 dBm,-86 dBm,-60 dBm,-83 dBm,-61 dBm,-81 dBm
D5,-81 dBm,-76 dBm,-74 dBm,-87 dBm,-60 dBm,-83 dBm,-64 dBm,-85 dBm
D5,-74 dBm,-77 dBm,-78 dBm,-92 dBm,-65 dBm,-89 dBm,-64 dBm,-83 dBm
D5,-71 dBm,-80 dBm,-82 dBm,-88 dBm,-59 dBm,-91 dBm,-62 dBm,-81 dBm
D5,-72 dBm,-77 dBm,-80 dBm,-88 dBm,-63 dBm,-81 dBm,-62 dBm,-81 dBm
D5,-69 dBm,-76 dBm,-82 dBm,-86 dBm,-62 dBm,-87 dBm,-63 dBm,-76 dBm
D5,-77 dBm,-74 dBm,-88 dBm,-86 dBm,-64 dBm,-85 dBm,-63 dBm,-81 dBm
